ProductKey;ProductName;Subcategory;Category
586;Touring-3000 Blue, 50;Touring Bikes;Bikes
587;Mountain-400-W Silver, 38;Mountain Bikes;Bikes
588;Mountain-400-W Silver, 40;Mountain Bikes;Bikes
589;Mountain-400-W Silver, 42;Mountain Bikes;Bikes
590;Mountain-400-W Silver, 46;Mountain Bikes;Bikes
591;Mountain-500 Silver, 40;Mountain Bikes;Bikes
592;Mountain-500 Silver, 42;Mountain Bikes;Bikes
593;Mountain-500 Silver, 44;Mountain Bikes;Bikes
594;Mountain-500 Silver, 48;Mountain Bikes;Bikes
595;Mountain-500 Silver, 52;Mountain Bikes;Bikes
596;Mountain-500 Black, 40;Mountain Bikes;Bikes
597;Mountain-500 Black, 42;Mountain Bikes;Bikes
598;Mountain-500 Black, 44;Mountain Bikes;Bikes
599;Mountain-500 Black, 48;Mountain Bikes;Bikes
600;Mountain-500 Black, 52;Mountain Bikes;Bikes
601;LL Bottom Bracket;Bottom Brackets;Components
602;ML Bottom Bracket;Bottom Brackets;Components
603;HL Bottom Bracket;Bottom Brackets;Components
604;Road-750 Black, 44;Road Bikes;Bikes
605;Road-750 Black, 48;Road Bikes;Bikes
606;Road-750 Black, 52;Road Bikes;Bikes
