ProductKey;OrderDateKey;CustomerKey;SalesTerritoryKey;OrderNumber;Quantity;Discount;TotalCost;SalesAmount;Freight
222;20130918;14350;1;SO66603;1;0;13,0863;34,99;0,8748
474;20130918;15096;8;SO66604;1;0;26,1763;69,99;1,7498
536;20130918;17930;7;SO66605;1;0;11,2163;29,99;0,7498
528;20130918;17930;7;SO66605;1;0;1,8663;4,99;0,1248
217;20130918;17930;7;SO66605;1;0;13,0863;34,99;0,8748
528;20130918;21028;10;SO66606;1;0;1,8663;4,99;0,1248
536;20130918;21028;10;SO66606;1;0;11,2163;29,99;0,7498
480;20130918;21028;10;SO66606;1;0;0,8565;2,29;0,0573
528;20130918;21536;8;SO66607;1;0;1,8663;4,99;0,1248
536;20130918;21536;8;SO66607;1;0;11,2163;29,99;0,7498
222;20130918;21536;8;SO66607;1;0;13,0863;34,99;0,8748
225;20130918;21536;8;SO66607;1;0;6,9223;8,99;0,2248
529;20130918;24074;8;SO66608;1;0;1,4923;3,99;0,0998
214;20130918;24074;8;SO66608;1;0;13,0863;34,99;0,8748
541;20130918;23929;7;SO66609;1;0;10,8423;28,99;0,7248
530;20130918;23929;7;SO66609;1;0;1,8663;4,99;0,1248
234;20130918;23929;7;SO66609;1;0;38,4923;49,99;1,2498
530;20130918;15610;10;SO66610;1;0;1,8663;4,99;0,1248
214;20130918;15610;10;SO66610;1;0;13,0863;34,99;0,8748
537;20130918;11670;4;SO66611;1;0;13,09;35,00;0,875
480;20130918;11670;4;SO66611;1;0;0,8565;2,29;0,0573
478;20130918;14172;10;SO66612;1;0;3,7363;9,99;0,2498
477;20130918;14172;10;SO66612;1;0;1,8663;4,99;0,1248
465;20130918;14172;10;SO66612;1;0;9,1593;24,49;0,6123
225;20130918;12535;8;SO66613;1;0;6,9223;8,99;0,2248
485;20130918;15543;6;SO66614;1;0;8,2205;21,98;0,5495
228;20130918;15543;6;SO66614;1;0;38,4923;49,99;1,2498
591;20130918;13716;4;SO66615;1;0;308,2179;564,99;14,1248
478;20130918;13716;4;SO66615;1;0;3,7363;9,99;0,2498
477;20130918;13716;4;SO66615;1;0;1,8663;4,99;0,1248
487;20130918;13716;4;SO66615;1;0;20,5663;54,99;1,3748
600;20130918;16068;1;SO66616;1;0;294,5797;539,99;13,4998
478;20130918;16068;1;SO66616;1;0;3,7363;9,99;0,2498
225;20130918;16068;1;SO66616;1;0;6,9223;8,99;0,2248
477;20130918;16068;1;SO66616;1;0;1,8663;4,99;0,1248
570;20130918;28686;8;SO66617;1;0;461,4448;742,35;18,5588
477;20130918;28686;8;SO66617;1;0;1,8663;4,99;0,1248
479;20130918;28686;8;SO66617;1;0;3,3623;8,99;0,2248
217;20130918;28686;8;SO66617;1;0;13,0863;34,99;0,8748
225;20130918;28686;8;SO66617;1;0;6,9223;8,99;0,2248
357;20130918;15130;9;SO66618;1;0;1265,6195;2319,99;57,9998
478;20130918;15130;9;SO66618;1;0;3,7363;9,99;0,2498
477;20130918;15130;9;SO66618;1;0;1,8663;4,99;0,1248
214;20130918;15130;9;SO66618;1;0;13,0863;34,99;0,8748
490;20130918;15130;9;SO66618;1;0;41,5723;53,99;1,3498
584;20130918;24171;9;SO66619;1;0;343,6496;539,99;13,4998
477;20130918;24171;9;SO66619;1;0;1,8663;4,99;0,1248
479;20130918;24171;9;SO66619;1;0;3,3623;8,99;0,2248
225;20130918;24171;9;SO66619;1;0;6,9223;8,99;0,2248
604;20130918;27690;9;SO66620;1;0;343,6496;539,99;13,4998
217;20130918;27690;9;SO66620;1;0;13,0863;34,99;0,8748
378;20130918;21225;9;SO66621;1;0;1554,9479;2443,35;61,0838
479;20130918;21225;9;SO66621;1;0;3,3623;8,99;0,2248
477;20130918;21225;9;SO66621;1;0;1,8663;4,99;0,1248
222;20130918;21225;9;SO66621;1;0;13,0863;34,99;0,8748
237;20130918;21225;9;SO66621;1;0;38,4923;49,99;1,2498
225;20130918;21225;9;SO66621;1;0;6,9223;8,99;0,2248
566;20130918;26632;1;SO66622;1;0;461,4448;742,35;18,5588
217;20130918;26632;1;SO66622;1;0;13,0863;34,99;0,8748
575;20130918;26603;4;SO66623;1;0;1481,9379;2384,07;59,6018
490;20130918;26603;4;SO66623;1;0;41,5723;53,99;1,3498
574;20130918;14118;6;SO66624;1;0;1481,9379;2384,07;59,6018
214;20130918;14118;6;SO66624;1;0;13,0863;34,99;0,8748
573;20130918;24785;1;SO66625;1;0;1481,9379;2384,07;59,6018
479;20130918;24785;1;SO66625;1;0;3,3623;8,99;0,2248
477;20130918;24785;1;SO66625;1;0;1,8663;4,99;0,1248
484;20130918;24785;1;SO66625;1;0;2,9733;7,95;0,1988
560;20130918;25917;4;SO66626;1;0;755,1508;1214,85;30,3713
214;20130918;25917;4;SO66626;1;0;13,0863;34,99;0,8748
237;20130918;25917;4;SO66626;1;0;38,4923;49,99;1,2498
579;20130918;23842;6;SO66627;1;0;755,1508;1214,85;30,3713
217;20130918;23842;6;SO66627;1;0;13,0863;34,99;0,8748
605;20130918;23398;4;SO66628;1;0;343,6496;539,99;13,4998
479;20130918;23398;4;SO66628;1;0;3,3623;8,99;0,2248
477;20130918;23398;4;SO66628;1;0;1,8663;4,99;0,1248
604;20130918;23187;1;SO66629;1;0;343,6496;539,99;13,4998
214;20130918;23187;1;SO66629;1;0;13,0863;34,99;0,8748
604;20130918;19203;4;SO66630;1;0;343,6496;539,99;13,4998
386;20130918;20787;1;SO66631;1;0;713,0798;1120,49;28,0123
477;20130918;20787;1;SO66631;1;0;1,8663;4,99;0,1248
479;20130918;20787;1;SO66631;1;0;3,3623;8,99;0,2248
580;20130918;17373;6;SO66632;1;0;1082,51;1700,99;42,5248
217;20130918;17373;6;SO66632;1;0;13,0863;34,99;0,8748
384;20130918;20877;7;SO66633;1;0;713,0798;1120,49;28,0123
471;20130918;24060;8;SO66634;1;0;23,749;63,50;1,5875
584;20130918;24060;8;SO66634;1;0;343,6496;539,99;13,4998
605;20130918;22641;7;SO66635;1;0;343,6496;539,99;13,4998
479;20130918;22641;7;SO66635;1;0;3,3623;8,99;0,2248
477;20130918;22641;7;SO66635;1;0;1,8663;4,99;0,1248
214;20130918;22641;7;SO66635;1;0;13,0863;34,99;0,8748
605;20130918;26959;10;SO66636;1;0;343,6496;539,99;13,4998
538;20130918;26959;10;SO66636;1;0;8,0373;21,49;0,5373
480;20130918;26959;10;SO66636;1;0;0,8565;2,29;0,0573
563;20130918;12346;9;SO66637;1;0;1481,9379;2384,07;59,6018
491;20130918;12346;9;SO66637;1;0;41,5723;53,99;1,3498
573;20130918;12681;9;SO66638;1;0;1481,9379;2384,07;59,6018
225;20130918;12681;9;SO66638;1;0;6,9223;8,99;0,2248
580;20130917;22446;10;SO66503;1;0;1082,51;1700,99;42,5248
479;20130917;22446;10;SO66503;1;0;3,3623;8,99;0,2248
477;20130917;22446;10;SO66503;1;0;1,8663;4,99;0,1248
463;20130917;22446;10;SO66503;1;0;9,1593;24,49;0,6123
583;20130917;24833;7;SO66504;1;0;1082,51;1700,99;42,5248
488;20130917;24833;7;SO66504;1;0;41,5723;53,99;1,3498
359;20130917;17207;10;SO66505;1;0;1251,9813;2294,99;57,3748
477;20130917;17207;10;SO66505;1;0;1,8663;4,99;0,1248
478;20130917;17207;10;SO66505;1;0;3,7363;9,99;0,2498
222;20130917;17207;10;SO66505;1;0;13,0863;34,99;0,8748
361;20130917;16261;7;SO66506;1;0;1251,9813;2294,99;57,3748
478;20130917;16261;7;SO66506;1;0;3,7363;9,99;0,2498
361;20130917;12468;7;SO66507;1;0;1251,9813;2294,99;57,3748
480;20130917;12468;7;SO66507;1;0;0,8565;2,29;0,0573
536;20130917;21872;9;SO66508;1;0;11,2163;29,99;0,7498
528;20130917;21872;9;SO66508;1;0;1,8663;4,99;0,1248
536;20130917;18265;9;SO66509;1;0;11,2163;29,99;0,7498
528;20130917;25132;9;SO66510;1;0;1,8663;4,99;0,1248
528;20130917;11951;9;SO66511;1;0;1,8663;4,99;0,1248
480;20130917;11951;9;SO66511;1;0;0,8565;2,29;0,0573
477;20130917;23438;9;SO66512;1;0;1,8663;4,99;0,1248
487;20130917;23438;9;SO66512;1;0;20,5663;54,99;1,3748
473;20130917;23438;9;SO66512;1;0;23,749;63,50;1,5875
536;20130917;17319;9;SO66513;1;0;11,2163;29,99;0,7498
529;20130917;12359;9;SO66514;1;0;1,4923;3,99;0,0998
480;20130917;12359;9;SO66514;1;0;0,8565;2,29;0,0573
214;20130917;15592;9;SO66515;1;0;13,0863;34,99;0,8748
541;20130917;16341;9;SO66516;1;0;10,8423;28,99;0,7248
480;20130917;16341;9;SO66516;1;0;0,8565;2,29;0,0573
541;20130917;13009;9;SO66517;1;0;10,8423;28,99;0,7248
530;20130917;13009;9;SO66517;1;0;1,8663;4,99;0,1248
214;20130917;13009;9;SO66517;1;0;13,0863;34,99;0,8748
467;20130917;13009;9;SO66517;1;0;9,1593;24,49;0,6123
480;20130917;18711;9;SO66518;1;0;0,8565;2,29;0,0573
484;20130917;18711;9;SO66518;1;0;2,9733;7,95;0,1988
225;20130917;18282;9;SO66519;1;0;6,9223;8,99;0,2248
477;20130917;13159;9;SO66520;1;0;1,8663;4,99;0,1248
479;20130917;13159;9;SO66520;1;0;3,3623;8,99;0,2248
222;20130917;13159;9;SO66520;1;0;13,0863;34,99;0,8748
594;20130917;15457;8;SO66521;1;0;308,2179;564,99;14,1248
222;20130917;15457;8;SO66521;1;0;13,0863;34,99;0,8748
225;20130917;12100;4;SO66522;1;0;6,9223;8,99;0,2248
480;20130917;11208;4;SO66523;1;0;0,8565;2,29;0,0573
530;20130917;28356;4;SO66524;1;0;1,8663;4,99;0,1248
487;20130917;28356;4;SO66524;1;0;20,5663;54,99;1,3748
541;20130917;13231;6;SO66525;1;0;10,8423;28,99;0,7248
530;20130917;13231;6;SO66525;1;0;1,8663;4,99;0,1248
214;20130917;13231;6;SO66525;1;0;13,0863;34,99;0,8748
225;20130917;13231;6;SO66525;1;0;6,9223;8,99;0,2248
228;20130917;13231;6;SO66525;1;0;38,4923;49,99;1,2498
478;20130917;16717;6;SO66526;1;0;3,7363;9,99;0,2498
477;20130917;16717;6;SO66526;1;0;1,8663;4,99;0,1248
222;20130917;16717;6;SO66526;1;0;13,0863;34,99;0,8748
463;20130917;16717;6;SO66526;1;0;9,1593;24,49;0,6123
225;20130917;18787;1;SO66527;1;0;6,9223;8,99;0,2248
476;20130917;18787;1;SO66527;1;0;26,1763;69,99;1,7498
474;20130917;19996;1;SO66528;1;0;26,1763;69,99;1,7498
477;20130917;17383;1;SO66529;1;0;1,8663;4,99;0,1248
480;20130917;17383;1;SO66529;1;0;0,8565;2,29;0,0573
477;20130917;16737;1;SO66530;1;0;1,8663;4,99;0,1248
485;20130917;14462;4;SO66531;1;0;8,2205;21,98;0,5495
528;20130917;15053;7;SO66532;1;0;1,8663;4,99;0,1248
535;20130917;15053;7;SO66532;1;0;9,3463;24,99;0,6248
473;20130917;15053;7;SO66532;1;0;23,749;63,50;1,5875
536;20130917;12752;7;SO66533;1;0;11,2163;29,99;0,7498
480;20130917;12752;7;SO66533;1;0;0,8565;2,29;0,0573
538;20130917;25144;8;SO66534;1;0;8,0373;21,49;0,5373
529;20130917;25144;8;SO66534;1;0;1,4923;3,99;0,0998
477;20130917;24073;10;SO66535;1;0;1,8663;4,99;0,1248
473;20130917;24073;10;SO66535;1;0;23,749;63,50;1,5875
538;20130917;28473;10;SO66536;1;0;8,0373;21,49;0,5373
529;20130917;24180;8;SO66537;1;0;1,4923;3,99;0,0998
222;20130917;24180;8;SO66537;1;0;13,0863;34,99;0,8748
541;20130917;12311;10;SO66538;1;0;10,8423;28,99;0,7248
530;20130917;12311;10;SO66538;1;0;1,8663;4,99;0,1248
479;20130917;12311;10;SO66538;1;0;3,3623;8,99;0,2248
477;20130917;12311;10;SO66538;1;0;1,8663;4,99;0,1248
465;20130917;12311;10;SO66538;1;0;9,1593;24,49;0,6123
541;20130917;24722;8;SO66539;1;0;10,8423;28,99;0,7248
530;20130917;24722;8;SO66539;1;0;1,8663;4,99;0,1248
485;20130917;12946;1;SO66540;1;0;8,2205;21,98;0,5495
217;20130917;12946;1;SO66540;1;0;13,0863;34,99;0,8748
465;20130917;12946;1;SO66540;1;0;9,1593;24,49;0,6123
374;20130917;20641;4;SO66541;1;0;1554,9479;2443,35;61,0838
479;20130917;20641;4;SO66541;1;0;3,3623;8,99;0,2248
477;20130917;20641;4;SO66541;1;0;1,8663;4,99;0,1248
590;20130917;14875;6;SO66542;1;0;419,7784;769,49;19,2373
476;20130917;14875;6;SO66542;1;0;26,1763;69,99;1,7498
361;20130917;13217;6;SO66543;1;0;1251,9813;2294,99;57,3748
485;20130917;13217;6;SO66543;1;0;8,2205;21,98;0,5495
214;20130917;13217;6;SO66543;1;0;13,0863;34,99;0,8748
357;20130917;12780;1;SO66544;1;0;1265,6195;2319,99;57,9998
537;20130917;12780;1;SO66544;1;0;13,09;35,00;0,875
528;20130917;12780;1;SO66544;1;0;1,8663;4,99;0,1248
480;20130917;12780;1;SO66544;1;0;0,8565;2,29;0,0573
564;20130917;16589;10;SO66545;1;0;1481,9379;2384,07;59,6018
217;20130917;16589;10;SO66545;1;0;13,0863;34,99;0,8748
584;20130917;29186;9;SO66546;1;0;343,6496;539,99;13,4998
473;20130917;29186;9;SO66546;1;0;23,749;63,50;1,5875
353;20130917;12991;9;SO66547;1;0;1265,6195;2319,99;57,9998
214;20130917;12991;9;SO66547;1;0;13,0863;34,99;0,8748
378;20130917;21559;9;SO66548;1;0;1554,9479;2443,35;61,0838
479;20130917;21559;9;SO66548;1;0;3,3623;8,99;0,2248
477;20130917;21559;9;SO66548;1;0;1,8663;4,99;0,1248
376;20130917;18269;9;SO66549;1;0;1554,9479;2443,35;61,0838
540;20130917;18269;9;SO66549;1;0;12,1924;32,60;0,815
529;20130917;18269;9;SO66549;1;0;1,4923;3,99;0,0998
487;20130917;18269;9;SO66549;1;0;20,5663;54,99;1,3748
571;20130917;29238;4;SO66550;1;0;461,4448;742,35;18,5588
479;20130917;29238;4;SO66550;1;0;3,3623;8,99;0,2248
473;20130917;29238;4;SO66550;1;0;23,749;63,50;1,5875
477;20130917;29238;4;SO66550;1;0;1,8663;4,99;0,1248
574;20130917;24783;4;SO66551;1;0;1481,9379;2384,07;59,6018
530;20130917;24783;4;SO66551;1;0;1,8663;4,99;0,1248
541;20130917;24783;4;SO66551;1;0;10,8423;28,99;0,7248
480;20130917;24783;4;SO66551;1;0;0,8565;2,29;0,0573
578;20130917;25964;1;SO66552;1;0;755,1508;1214,85;30,3713
214;20130917;25964;1;SO66552;1;0;13,0863;34,99;0,8748
573;20130917;24791;1;SO66553;1;0;1481,9379;2384,07;59,6018
222;20130917;24791;1;SO66553;1;0;13,0863;34,99;0,8748
584;20130917;23160;4;SO66554;1;0;343,6496;539,99;13,4998
477;20130917;23160;4;SO66554;1;0;1,8663;4,99;0,1248
479;20130917;23160;4;SO66554;1;0;3,3623;8,99;0,2248
483;20130917;23160;4;SO66554;1;0;44,88;120,00;3,00
605;20130917;23163;4;SO66555;1;0;343,6496;539,99;13,4998
529;20130917;23163;4;SO66555;1;0;1,4923;3,99;0,0998
538;20130917;23163;4;SO66555;1;0;8,0373;21,49;0,5373
222;20130917;23163;4;SO66555;1;0;13,0863;34,99;0,8748
605;20130917;18904;4;SO66556;1;0;343,6496;539,99;13,4998
477;20130917;18904;4;SO66556;1;0;1,8663;4,99;0,1248
479;20130917;18904;4;SO66556;1;0;3,3623;8,99;0,2248
490;20130917;18904;4;SO66556;1;0;41,5723;53,99;1,3498
606;20130917;26683;6;SO66557;1;0;343,6496;539,99;13,4998
538;20130917;26683;6;SO66557;1;0;8,0373;21,49;0,5373
480;20130917;26683;6;SO66557;1;0;0,8565;2,29;0,0573
484;20130917;26683;6;SO66557;1;0;2,9733;7,95;0,1988
386;20130917;21156;1;SO66558;1;0;713,0798;1120,49;28,0123
539;20130917;21156;1;SO66558;1;0;9,3463;24,99;0,6248
529;20130917;21156;1;SO66558;1;0;1,4923;3,99;0,0998
386;20130917;21235;4;SO66559;1;0;713,0798;1120,49;28,0123
479;20130917;21235;4;SO66559;1;0;3,3623;8,99;0,2248
477;20130917;21235;4;SO66559;1;0;1,8663;4,99;0,1248
384;20130917;21246;4;SO66560;1;0;713,0798;1120,49;28,0123
237;20130917;21246;4;SO66560;1;0;38,4923;49,99;1,2498
465;20130917;21246;4;SO66560;1;0;9,1593;24,49;0,6123
582;20130917;18052;4;SO66561;1;0;1082,51;1700,99;42,5248
217;20130917;18052;4;SO66561;1;0;13,0863;34,99;0,8748
582;20130917;17868;4;SO66562;1;0;1082,51;1700,99;42,5248
217;20130917;17868;4;SO66562;1;0;13,0863;34,99;0,8748
606;20130917;27802;10;SO66563;1;0;343,6496;539,99;13,4998
538;20130917;27802;10;SO66563;1;0;8,0373;21,49;0,5373
606;20130917;12398;7;SO66564;1;0;343,6496;539,99;13,4998
538;20130917;12398;7;SO66564;1;0;8,0373;21,49;0,5373
529;20130917;12398;7;SO66564;1;0;1,4923;3,99;0,0998
217;20130917;12398;7;SO66564;1;0;13,0863;34,99;0,8748
573;20130917;12355;9;SO66565;1;0;1481,9379;2384,07;59,6018
541;20130917;12355;9;SO66565;1;0;10,8423;28,99;0,7248
530;20130917;12355;9;SO66565;1;0;1,8663;4,99;0,1248
575;20130917;12680;9;SO66566;1;0;1481,9379;2384,07;59,6018
479;20130917;12680;9;SO66566;1;0;3,3623;8,99;0,2248
477;20130917;12680;9;SO66566;1;0;1,8663;4,99;0,1248
488;20130917;12680;9;SO66566;1;0;41,5723;53,99;1,3498
225;20130917;12680;9;SO66566;1;0;6,9223;8,99;0,2248
535;20130916;13127;9;SO66433;1;0;9,3463;24,99;0,6248
485;20130916;23528;9;SO66434;1;0;8,2205;21,98;0,5495
489;20130916;23528;9;SO66434;1;0;41,5723;53,99;1,3498
529;20130916;20254;9;SO66435;1;0;1,4923;3,99;0,0998
538;20130916;20254;9;SO66435;1;0;8,0373;21,49;0,5373
217;20130916;20254;9;SO66435;1;0;13,0863;34,99;0,8748
530;20130916;27976;9;SO66436;1;0;1,8663;4,99;0,1248
491;20130916;27976;9;SO66436;1;0;41,5723;53,99;1,3498
476;20130916;27357;9;SO66437;1;0;26,1763;69,99;1,7498
225;20130916;26968;9;SO66438;1;0;6,9223;8,99;0,2248
474;20130916;26968;9;SO66438;1;0;26,1763;69,99;1,7498
475;20130916;26428;9;SO66439;1;0;26,1763;69,99;1,7498
477;20130916;24483;9;SO66440;1;0;1,8663;4,99;0,1248
225;20130916;24483;9;SO66440;1;0;6,9223;8,99;0,2248
478;20130916;24483;9;SO66440;1;0;3,7363;9,99;0,2498
214;20130916;15718;9;SO66441;1;0;13,0863;34,99;0,8748
355;20130916;13846;10;SO66442;1;0;1265,6195;2319,99;57,9998
214;20130916;13846;10;SO66442;1;0;13,0863;34,99;0,8748
353;20130916;13792;10;SO66443;1;0;1265,6195;2319,99;57,9998
537;20130916;13792;10;SO66443;1;0;13,09;35,00;0,875
589;20130916;23619;8;SO66444;1;0;419,7784;769,49;19,2373
528;20130916;23619;8;SO66444;1;0;1,8663;4,99;0,1248
536;20130916;23619;8;SO66444;1;0;11,2163;29,99;0,7498
480;20130916;23619;8;SO66444;1;0;0,8565;2,29;0,0573
600;20130916;15079;7;SO66445;1;0;294,5797;539,99;13,4998
478;20130916;15079;7;SO66445;1;0;3,7363;9,99;0,2498
596;20130916;15451;7;SO66446;1;0;294,5797;539,99;13,4998
217;20130916;15451;7;SO66446;1;0;13,0863;34,99;0,8748
214;20130916;11530;6;SO66447;1;0;13,0863;34,99;0,8748
465;20130916;11530;6;SO66447;1;0;9,1593;24,49;0,6123
530;20130916;11331;6;SO66448;1;0;1,8663;4,99;0,1248
480;20130916;11331;6;SO66448;1;0;0,8565;2,29;0,0573
486;20130916;11331;6;SO66448;1;0;59,466;159,00;3,975
541;20130916;27385;4;SO66449;1;0;10,8423;28,99;0,7248
530;20130916;27385;4;SO66449;1;0;1,8663;4,99;0,1248
214;20130916;27385;4;SO66449;1;0;13,0863;34,99;0,8748
538;20130916;27750;4;SO66450;1;0;8,0373;21,49;0,5373
480;20130916;27750;4;SO66450;1;0;0,8565;2,29;0,0573
538;20130916;11652;6;SO66451;1;0;8,0373;21,49;0,5373
480;20130916;11652;6;SO66451;1;0;0,8565;2,29;0,0573
535;20130916;26525;4;SO66452;1;0;9,3463;24,99;0,6248
465;20130916;26525;4;SO66452;1;0;9,1593;24,49;0,6123
535;20130916;25846;1;SO66453;1;0;9,3463;24,99;0,6248
528;20130916;25846;1;SO66453;1;0;1,8663;4,99;0,1248
217;20130916;25846;1;SO66453;1;0;13,0863;34,99;0,8748
540;20130916;24524;4;SO66454;1;0;12,1924;32,60;0,815
480;20130916;24524;4;SO66454;1;0;0,8565;2,29;0,0573
528;20130916;23298;1;SO66455;1;0;1,8663;4,99;0,1248
536;20130916;23298;1;SO66455;1;0;11,2163;29,99;0,7498
217;20130916;23298;1;SO66455;1;0;13,0863;34,99;0,8748
478;20130916;21754;1;SO66456;1;0;3,7363;9,99;0,2498
477;20130916;21754;1;SO66456;1;0;1,8663;4,99;0,1248
478;20130916;21320;1;SO66457;1;0;3,7363;9,99;0,2498
477;20130916;21320;1;SO66457;1;0;1,8663;4,99;0,1248
222;20130916;21320;1;SO66457;1;0;13,0863;34,99;0,8748
234;20130916;21320;1;SO66457;1;0;38,4923;49,99;1,2498
478;20130916;21473;1;SO66458;1;0;3,7363;9,99;0,2498
477;20130916;21473;1;SO66458;1;0;1,8663;4,99;0,1248
473;20130916;21473;1;SO66458;1;0;23,749;63,50;1,5875
474;20130916;20185;4;SO66459;1;0;26,1763;69,99;1,7498
477;20130916;13466;6;SO66460;1;0;1,8663;4,99;0,1248
490;20130916;13466;6;SO66460;1;0;41,5723;53,99;1,3498
467;20130916;13466;6;SO66460;1;0;9,1593;24,49;0,6123
475;20130916;18517;1;SO66461;1;0;26,1763;69,99;1,7498
225;20130916;18517;1;SO66461;1;0;6,9223;8,99;0,2248
477;20130916;16808;4;SO66462;1;0;1,8663;4,99;0,1248
225;20130916;16808;4;SO66462;1;0;6,9223;8,99;0,2248
477;20130916;17606;4;SO66463;1;0;1,8663;4,99;0,1248
485;20130916;14151;7;SO66464;1;0;8,2205;21,98;0,5495
472;20130916;14151;7;SO66464;1;0;23,749;63,50;1,5875
485;20130916;18124;8;SO66465;1;0;8,2205;21,98;0,5495
217;20130916;18124;8;SO66465;1;0;13,0863;34,99;0,8748
491;20130916;29420;7;SO66466;1;0;41,5723;53,99;1,3498
529;20130916;17818;8;SO66467;1;0;1,4923;3,99;0,0998
538;20130916;22417;7;SO66468;1;0;8,0373;21,49;0,5373
530;20130916;12731;8;SO66469;1;0;1,8663;4,99;0,1248
487;20130916;12731;8;SO66469;1;0;20,5663;54,99;1,3748
530;20130916;17205;10;SO66470;1;0;1,8663;4,99;0,1248
214;20130916;17205;10;SO66470;1;0;13,0863;34,99;0,8748
537;20130916;11782;4;SO66471;1;0;13,09;35,00;0,875
528;20130916;11782;4;SO66471;1;0;1,8663;4,99;0,1248
480;20130916;11782;4;SO66471;1;0;0,8565;2,29;0,0573
537;20130916;12140;6;SO66472;1;0;13,09;35,00;0,875
528;20130916;12140;6;SO66472;1;0;1,8663;4,99;0,1248
484;20130916;12140;6;SO66472;1;0;2,9733;7,95;0,1988
528;20130916;11953;1;SO66473;1;0;1,8663;4,99;0,1248
537;20130916;11953;1;SO66473;1;0;13,09;35,00;0,875
480;20130916;11953;1;SO66473;1;0;0,8565;2,29;0,0573
225;20130916;11584;8;SO66474;1;0;6,9223;8,99;0,2248
225;20130916;12610;10;SO66475;1;0;6,9223;8,99;0,2248
588;20130916;14739;4;SO66476;1;0;419,7784;769,49;19,2373
536;20130916;14739;4;SO66476;1;0;11,2163;29,99;0,7498
480;20130916;14739;4;SO66476;1;0;0,8565;2,29;0,0573
353;20130916;12886;4;SO66477;1;0;1265,6195;2319,99;57,9998
485;20130916;12886;4;SO66477;1;0;8,2205;21,98;0,5495
478;20130916;12886;4;SO66477;1;0;3,7363;9,99;0,2498
217;20130916;12886;4;SO66477;1;0;13,0863;34,99;0,8748
363;20130916;15873;4;SO66478;1;0;1251,9813;2294,99;57,3748
485;20130916;15873;4;SO66478;1;0;8,2205;21,98;0,5495
477;20130916;15873;4;SO66478;1;0;1,8663;4,99;0,1248
478;20130916;15873;4;SO66478;1;0;3,7363;9,99;0,2498
225;20130916;15873;4;SO66478;1;0;6,9223;8,99;0,2248
355;20130916;12884;4;SO66479;1;0;1265,6195;2319,99;57,9998
480;20130916;12884;4;SO66479;1;0;0,8565;2,29;0,0573
355;20130916;17622;6;SO66480;1;0;1265,6195;2319,99;57,9998
487;20130916;17622;6;SO66480;1;0;20,5663;54,99;1,3748
363;20130916;15965;4;SO66481;1;0;1251,9813;2294,99;57,3748
482;20130916;15965;4;SO66481;1;0;3,3623;8,99;0,2248
485;20130916;15965;4;SO66481;1;0;8,2205;21,98;0,5495
562;20130916;11246;8;SO66482;1;0;1481,9379;2384,07;59,6018
214;20130916;11246;8;SO66482;1;0;13,0863;34,99;0,8748
573;20130916;11575;10;SO66483;1;0;1481,9379;2384,07;59,6018
541;20130916;11575;10;SO66483;1;0;10,8423;28,99;0,7248
530;20130916;11575;10;SO66483;1;0;1,8663;4,99;0,1248
222;20130916;11575;10;SO66483;1;0;13,0863;34,99;0,8748
225;20130916;11575;10;SO66483;1;0;6,9223;8,99;0,2248
581;20130916;21199;9;SO66484;1;0;1082,51;1700,99;42,5248
386;20130916;25826;9;SO66485;1;0;713,0798;1120,49;28,0123
222;20130916;25826;9;SO66485;1;0;13,0863;34,99;0,8748
606;20130916;29185;9;SO66486;1;0;343,6496;539,99;13,4998
538;20130916;29185;9;SO66486;1;0;8,0373;21,49;0,5373
480;20130916;29185;9;SO66486;1;0;0,8565;2,29;0,0573
584;20130916;24175;9;SO66487;1;0;343,6496;539,99;13,4998
538;20130916;24175;9;SO66487;1;0;8,0373;21,49;0,5373
363;20130916;14324;9;SO66488;1;0;1251,9813;2294,99;57,3748
376;20130916;21402;9;SO66489;1;0;1554,9479;2443,35;61,0838
372;20130916;18281;9;SO66490;1;0;1554,9479;2443,35;61,0838
217;20130916;18281;9;SO66490;1;0;13,0863;34,99;0,8748
463;20130916;18281;9;SO66490;1;0;9,1593;24,49;0,6123
561;20130916;26604;4;SO66491;1;0;1481,9379;2384,07;59,6018
225;20130916;26604;4;SO66491;1;0;6,9223;8,99;0,2248
579;20130916;25916;4;SO66492;1;0;755,1508;1214,85;30,3713
217;20130916;25916;4;SO66492;1;0;13,0863;34,99;0,8748
581;20130916;17681;4;SO66493;1;0;1082,51;1700,99;42,5248
217;20130916;17681;4;SO66493;1;0;13,0863;34,99;0,8748
583;20130916;18121;1;SO66494;1;0;1082,51;1700,99;42,5248
539;20130916;18121;1;SO66494;1;0;9,3463;24,99;0,6248
529;20130916;18121;1;SO66494;1;0;1,4923;3,99;0,0998
473;20130916;18121;1;SO66494;1;0;23,749;63,50;1,5875
582;20130916;18079;4;SO66495;1;0;1082,51;1700,99;42,5248
390;20130916;20847;8;SO66496;1;0;713,0798;1120,49;28,0123
225;20130916;20847;8;SO66496;1;0;6,9223;8,99;0,2248
222;20130916;20847;8;SO66496;1;0;13,0863;34,99;0,8748
390;20130916;20854;8;SO66497;1;0;713,0798;1120,49;28,0123
214;20130916;20854;8;SO66497;1;0;13,0863;34,99;0,8748
388;20130916;20870;8;SO66498;1;0;713,0798;1120,49;28,0123
222;20130916;20870;8;SO66498;1;0;13,0863;34,99;0,8748
605;20130916;22654;7;SO66499;1;0;343,6496;539,99;13,4998
